initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
Sadomasochistic sexual behavior can sometimes lead to the death of one of the participants.,"A case of death by strangulation, occurring during sadomasochistic sexual activity, is presented.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.02061855670103093,0.04227304227304227,0,0.6104217767715454,0.714597,0.256666,0.561164
At a molar excess of ML-S1 to ribosomes the protein showed a similar inhibitory effect to E. coli S1 on polypeptide synthesis.,Our data indicate that ML-S1 retained the structural domains important for its function despite certain structural differences from E. coli S1.,"the immunogenicity of the protein was inhibited by the presence of the ml - s1 in the vicinity of the immediate vicinity of the ribosome, and the synthesis of the protein was inhibited by both ribosomes.",0.027777777777006206,8.908708063496486e-10,2.857920734272792e-12,1.630831718129954e-13,0.0651465851829328,0.03683574879227053,0,0.7489376664161682,0.762004,0.26501,0.537394
Fragile X syndrome is a common form of mental retardation associated with a fragile site on the human X chromosome.,"We have recently demonstrated that the fragile X chromosome, when isolated within a somatic cell hybrid, often participates in translocations involving rodent chromosome arms.",the results of the results of the the results of the results and of the results of the results of the results of the results of the results of the results of the the results of the results of.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.013018714401952809,0.033170201196302346,0,0.6030434966087341,0.650005,0.134877,0.535314
"The in-vitro activity of fleroxacin (Ro23-6240), a new synthetic quinolone, was compared with that of three other quinolones against 665 clinical isolates of aerobic bacteria by the agar dilution technique.","Fleroxacin showed similar activity to norfloxacin, enoxacin and pefloxacin against most isolates of Enterobacteriaceae, Neisseria meningitidis, N. gonorrhoeae, Haemophilis influenzae, Staphylococcus spp.","the results obtained on the basis of the basis of the concentrations of carbenicillin, carbenicillin, carbenicillin, carbenicillin, carb [PAD] [PAD] [PAD] carbenicillin, were compared.",0.0416666666649306,1.345954755088114e-09,4.35056919543614e-12,2.502388506469318e-13,0.05191740412979351,0.043821839080459765,0,0.7845735549926758,0.593513,0.07366,0.720121
The radiolabeled antibody was injected intravenously or intraperitoneally into 10 patients suspected of having ovarian cancer.,"Blood and urine samples were used for pharmacokinetic studies, and biopsy specimens were examined for the uptake of antibody.",the results of the the results of the the the i. i. i. i. i. i. i. i. i. i. i. i. i. i. v.,0.07999999999680003,1.825741858276003e-09,5.252712566047581e-12,2.84893182765089e-13,0.01762114537444934,0.09320091673032849,0,0.42016804218292236,0.357258,0.27156,0.466135
"The established mouse epidermis-derived cell line HEL/30 was incubated in the presence of 3H arachidonic acid (AA) for 1 h. After medium removal, cells were reincubated with fresh medium in the presence or absence of the calcium ionophore A23187 and tumor promoter 12-O-tetradecanoyl-phorbol-13-acetate (TPA).",The AA metabolites formed were extracted from cell-free medium and analyzed using TLC and HPLC.,the effect of the presence of cyclohexyl - 3 -anoyl - 2 - o - methyl - 2 - deoxy - 3 - pent [PAD] [PAD] [PAD] [PAD] - derived skin cells was also studied.,2.857142857061225e-17,2.8988551781782e-17,2.942025050026701e-17,2.9867390495494086e-17,0.05481101743938115,0,0,0.6667128801345825,0.437466,0.217742,0.570874
Annualized HIV seroconversion rates in previously uninfected cohort members have declined by 88 per cent from 5.9 per cent during the first six months of 1985 to 0.7 per cent during the last six months of 1987.,Concurrent declines of approximately 80 per cent in the prevalence of sexual behaviors associated with HIV transmission were also observed in the sample.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.10256410256147275,1.642880193591135e-09,4.178335940166352e-12,2.121665383933931e-13,0.036968576709796676,0.13533000554631172,0,0.7167359590530396,0.781741,0.242279,0.614475
"In addition to the presence of the 'lupus anticoagulant' and false positive Venereal Disease Research Laboratory (VDRL) tests, both patients had high levels of IgG anticardiolipin antibodies.","The first patient additionally had contraceptive induced chorea, chorea gravidarum, seven miscarriages, livedo reticularis, pulmonary embolism, and thrombocytopenia and developed culture negative endocarditis as well as hypertension.","the significance of the false positive finding in both patients had high levels of igg anti - globin antibodies, and the significance of the false positive finding in both patients had high levels of serum igg antibodies.",0.05405405405259316,1.2253577034561021e-09,3.50068130672849e-12,1.884710726818381e-13,0.0267379679144385,0.0643120716921455,0,0.814583957195282,0.704343,0.249896,0.564302
"The test strip results were available in less time (mean of 0.51 hours vs 1.89 hours for the laboratory, P less than .0001).",The most accurate readings were obtained by those who ran the test most frequently.,"the results of the results of the test methods were similar in terms of the quality of the [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]. 001, p less than. 001 ).",0.08823529411505193,0.051708768997958066,4.371791820104281e-07,1.2813098990443e-09,0.06530646649843057,0.09010339734121123,0,0.5409855842590332,0.623487,0.454904,0.644677
The only noncraniofacial malformation was an atrial septal defect.,"Embryologically, there is severe malformation of structures arising from the cephalic neural crest cells of both the maxillary and mandibular prominences of the first branchial arch.",the results of the the results of the the results of the the v. v. v. v. v. v. v. v. v. v. v. v. v..,0.23076923075147932,0.0960768922755879,7.272363034800488e-07,2.022202784069534e-09,0.0432661588638245,0.23076923076923084,0,0.17147159576416016,0.413842,0.151966,0.52638
Arterialized pedicle muscle flap operations using various tensions at the time of insetting were performed on beagles.,"At three months no acute, recent, or chronic changes were noted in the muscle fiber or in the surrounding connective tissue when biopsy samples were examined microscopically.","the results of the the relative changes in the length of the graft, the length, and the changes in the total length of the graft and the changes in the length of the total graft were compared.",0.16216216215777943,0.09491579957264902,6.36116009139886e-07,1.658756031133264e-09,0.07473949379033401,0.1929362150764365,0,0.8039463758468628,0.839702,0.335772,0.670799
The patient with critical neurological disease.,"The known metabolic abnormalities and nutritional requirements of the brain injury, spinal cord injury, and acute stroke patient have been presented.",the results of the study of the the severity of the the illness of the patient and the relationship of the the illness of the patient with the severity of the neurological disease are presented. 2. 1.,0.13513513513148287,0.06126788517280514,4.751155504534144e-07,1.332691735508304e-09,0.1022626182292149,0.18143961927424154,0,0.5437435507774353,0.798573,0.4971,0.737347
